"Date","Open","High","Low","Close"
"08 Dec 2021","28566.85","28778.05","28538.60","28742.45"
"07 Dec 2021","28085.75","28542.70","27973.60","28507.50"
"06 Dec 2021","28345.15","28441.30","27905.65","27967.75"
"03 Dec 2021","28481.40","28599.05","28272.45","28319.70"
"02 Dec 2021","28248.20","28493.75","28178.85","28395.50"
"01 Dec 2021","28485.45","28642.95","28058.55","28160.50"
"30 Nov 2021","27730.85","28488.20","27707.75","28282.10"
"29 Nov 2021","27349.55","27733.45","26664.45","27663.30"
"26 Nov 2021","28428.80","28436.60","27551.95","27610.95"
"25 Nov 2021","28393","28673.05","28304.40","28642.40"
"24 Nov 2021","28726.45","28807.85","28308.45","28463.10"
"23 Nov 2021","28249.75","28691.65","28172.30","28594.60"
"22 Nov 2021","29430.35","29430.80","28147.35","28476.45"
"18 Nov 2021","29550.60","29776.75","29157.45","29337.35"
"17 Nov 2021","29736","29873.80","29503.30","29576.20"
"16 Nov 2021","29991.25","30024.80","29692.50","29778.15"
"15 Nov 2021","29875.30","30020.25","29787.60","29915.65"
"12 Nov 2021","29746.65","29856.25","29558.60","29722.30"
"11 Nov 2021","29498.65","29788.25","29390.55","29538.25"
"10 Nov 2021","29536.50","29624.70","29406.30","29460.65"
"09 Nov 2021","29667","29841.55","29508.50","29616.00"
"08 Nov 2021","29343.20","29756.65","29017.10","29679.25"
"04 Nov 2021","29034.60","29170.40","28957.45","29078.05"
"03 Nov 2021","29125.70","29157.60","28675","28849.95"
"02 Nov 2021","28890.70","29078.35","28800.25","29012.60"
"01 Nov 2021","28568.65","28798.70","28366","28750.75"
"29 Oct 2021","28169.60","28503.10","27778.70","28242.30"
"28 Oct 2021","28754.95","28754.95","28056.25","28160.85"
"27 Oct 2021","28746.60","28849.20","28592.50","28636.80"
"26 Oct 2021","28058.80","28703.50","27950.70","28609.05"
"25 Oct 2021","28475.40","28525.30","27624.20","27951.95"
"22 Oct 2021","28499.65","28866","28112.85","28335.20"
"21 Oct 2021","28847.70","28849.40","28025.65","28351.80"
"20 Oct 2021","29746.35","29805.35","28696","28861.85"
"19 Oct 2021","30871.25","30873.65","29620.85","29726.00"
"18 Oct 2021","30674.90","30892.40","30440.05","30469.05"
"14 Oct 2021","30240.75","30326.50","30026.50","30284.60"
"13 Oct 2021","30023.80","30224.15","29765.70","29963.25"
"12 Oct 2021","28968.25","29820.65","28922.50","29718.30"
"11 Oct 2021","28935.05","29257.95","28818.05","28945.70"
"08 Oct 2021","28989.45","28997.15","28509.25","28687.00"
"07 Oct 2021","27801.85","28723.70","27780.70","28671.25"
"06 Oct 2021","27678.20","27710.85","27183.55","27233.45"
"05 Oct 2021","27392.65","27657.70","27291.10","27597.05"
"04 Oct 2021","27375.85","27495.50","27269.40","27399.20"
"01 Oct 2021","27030.75","27339.50","26835.70","27291.65"
"30 Sep 2021","26885.60","27211.70","26801.65","27087.20"
"29 Sep 2021","26740","26966.60","26580.60","26807.60"
"28 Sep 2021","26766.65","26964.40","26559.45","26777.40"
"27 Sep 2021","27007.35","27044.60","26671.30","26756.35"
"24 Sep 2021","27096.30","27139.15","26718.80","26860.75"
"23 Sep 2021","26769.65","27049.90","26707.15","27018.95"
"22 Sep 2021","26591.05","26769.50","26559.40","26619.45"
"21 Sep 2021","26605.60","26666.75","26292.80","26540.95"
"20 Sep 2021","26881.40","26971.05","26525.90","26587.90"
"17 Sep 2021","27226.05","27420.10","26879.85","27019.60"
"16 Sep 2021","27289","27368.55","27084.85","27134.20"
"15 Sep 2021","26935.50","27251.70","26903.40","27162.35"
